latitude,longitude,count
42.3582,-71.0628,3
42.3563,-71.0691,18
42.3487,-71.0886,47
42.3543,-71.0617,11
42.3545,-71.0701,1
42.3501,-71.1655,1
42.3475,-71.0802,33
42.353,-71.0818,2
42.3594,-71.0506,4
42.3408,-71.0875,2
42.3535,-71.1378,15
42.3627,-71.0684,1
42.3497,-71.1046,6
42.296,-71.0615,1
42.3592,-71.0706,8
42.3444,-71.0772,3
42.3649,-71.0615,20
42.3491,-71.0995,8
42.3553,-71.0527,7
42.3478,-71.098,22
42.3384,-71.0902,1
42.3487,-71.0407,10
42.349,-71.0395,7
42.3596,-71.0503,3
42.3551,-71.0508,3
42.3529,-71.0709,53
42.3506,-71.0514,3
42.3527,-71.0551,37
42.3531,-71.0819,1
42.3694,-71.0255,1
42.3541,-71.0532,2
42.3572,-71.0645,1
42.3487,-71.0627,1
42.367,-71.0522,10
42.3453,-71.0895,4
42.36,-71.0513,1
42.3487,-71.0388,62
42.3419,-71.0471,1
42.3512,-71.1176,12
42.3432,-71.0798,1
42.3455,-71.0868,11
42.3679,-71.023,1
42.3341,-71.1043,12
42.3456,-71.0815,45
42.341,-71.0786,1
42.3393,-71.0914,1
42.3513,-71.0852,2
42.3459,-71.0829,11
42.3288,-71.0571,1
42.3538,-71.0534,42
42.3507,-71.1303,1
42.3489,-71.0798,6
42.3495,-71.071,1
42.3367,-71.0477,13
42.3471,-71.0433,2
42.3663,-71.0224,3
42.353,-71.0553,5
42.3386,-71.0926,4
42.3558,-71.0714,26
42.3494,-71.095,10
42.3692,-71.0197,8
42.3398,-71.091,1
42.3597,-71.0552,2
42.349,-71.0397,12
42.3437,-71.0826,1
42.3593,-71.0677,3
42.3597,-71.066,2
42.3506,-71.0702,10
42.3504,-71.0905,1
42.3447,-71.0856,1
42.3488,-71.0382,10
42.3661,-71.061,1
42.3689,-71.0248,1
42.3479,-71.076,40
42.3492,-71.0879,2
42.3624,-71.0202,3
42.3442,-71.0802,1
42.3558,-71.0518,13
42.3519,-71.074,2
42.3676,-71.0184,2
42.3593,-71.0692,2
42.3539,-71.059,1
42.3656,-71.0181,5
42.3461,-71.0795,1
42.3553,-71.0622,5
42.3497,-71.0639,1
42.3533,-71.0645,34
42.346,-71.0781,1
42.3465,-71.0814,20
42.355,-71.053,4
42.3469,-71.0441,3
42.3515,-71.0804,17
42.3511,-71.0433,1
42.3527,-71.0759,5
42.343,-71.0669,4
42.3482,-71.0396,177
42.3507,-71.0655,6
42.3592,-71.0595,17
42.3288,-71.0569,4
42.3344,-71.1028,1
42.3474,-71.0433,2
42.3682,-71.1237,1
42.3458,-71.1037,1
42.3431,-71.0992,1
42.35,-71.0804,1
42.3657,-71.0211,1
42.3521,-71.057,3
42.3492,-71.0477,1
42.3492,-71.0797,12
42.349,-71.0967,58
42.3365,-71.0772,4
42.3518,-71.0783,4
42.3633,-71.0175,1
42.3499,-71.104,7
42.3463,-71.0783,1
42.3499,-71.0755,1
42.3496,-71.0436,1
42.3588,-71.0718,1
42.2768,-71.0668,1
42.3522,-71.063,7
42.3575,-71.0518,29
42.365,-71.025,1
42.3644,-71.0684,6
42.3495,-71.0867,2
42.3612,-71.0672,42
42.3484,-71.0798,5
42.3672,-71.0236,3
42.3595,-71.0596,26
42.3438,-71.0833,3
42.3576,-71.0601,15
42.3513,-71.0725,4
42.3537,-71.0545,1
42.3531,-71.1388,2
42.3483,-71.0724,16
42.3364,-71.0768,55
42.3488,-71.0702,1
42.3532,-71.1182,1
42.3353,-71.0458,18
42.3498,-71.0405,1
42.3458,-71.0818,12
42.353,-71.0458,8
42.3438,-71.088,1
42.3496,-71.0765,29
42.3459,-71.0856,8
42.3489,-71.0676,1
42.3549,-71.052,2
42.3478,-71.0447,1
42.3502,-71.0912,1
42.361,-71.0681,5
42.3504,-71.0431,1
42.3445,-71.0326,1
42.3505,-71.1311,27
42.343,-71.0825,2
42.357,-71.0564,1
42.3597,-71.118,1
42.3541,-71.0619,10
42.3748,-71.0527,3
42.3518,-71.0733,6
42.3481,-71.0367,5
42.3504,-71.0802,1
42.3499,-71.0705,11
42.3437,-71.0882,5
42.349,-71.0815,64
42.3607,-71.0555,4
42.3489,-71.0716,4
42.3359,-71.0466,1
42.3444,-71.0832,1
42.3598,-71.0512,18
42.3475,-71.0928,3
42.3623,-71.0556,1
42.3457,-71.0801,1
42.3582,-71.0552,1
42.3652,-71.0225,97
42.3522,-71.0841,2
42.3551,-71.0724,6
42.357,-71.0616,12
42.3511,-71.063,18
42.3409,-71.0782,1
42.3416,-71.0701,2
42.3475,-71.1016,6
42.3364,-71.0473,2
42.3565,-71.0615,4
42.3512,-71.0553,1
42.3575,-71.0537,3
42.3338,-71.1057,5
42.3513,-71.0853,1
42.3383,-71.1062,29
42.3453,-71.0824,1
42.3497,-71.093,1
42.3539,-71.0545,2
42.36,-71.1181,9
42.3645,-71.0202,1
42.346,-71.0937,3
42.3638,-71.07,1
42.3369,-71.0976,2
42.3641,-71.0615,6
42.364,-71.0187,1
42.347,-71.1036,6
42.3462,-71.0757,2
42.3542,-71.0617,3
42.352,-71.0767,1
42.3589,-71.0628,1
42.3596,-71.0593,2
42.3487,-71.0708,1
42.3624,-71.0205,2
42.3516,-71.0504,7
42.3552,-71.0584,1
42.3521,-71.0689,12
42.37,-71.0213,3
42.3309,-71.0571,2
42.3387,-71.0927,20
42.3405,-71.0781,13
42.3447,-71.0281,1
42.365,-71.061,5
42.3638,-71.0215,1
42.357,-71.0657,7
42.3675,-71.0578,14
42.3489,-71.0817,167
42.3495,-71.1302,3
42.3614,-71.0626,2
42.3481,-71.0729,5
42.3463,-71.1055,1
42.3491,-71.0955,5
42.3494,-71.0432,7
42.3426,-71.0913,1
42.3651,-71.0194,1
42.3438,-71.0808,1
42.3587,-71.0551,2
42.3457,-71.0438,1
42.3495,-71.0834,2
42.3684,-71.0233,1
42.351,-71.0641,19
42.3486,-71.0638,22
42.3473,-71.0972,7
42.3422,-71.099,1
42.3578,-71.0615,4
42.3478,-71.0762,135
42.34,-71.08,1
42.3567,-71.0552,3
42.3456,-71.0517,1
42.3445,-71.1018,1
42.3372,-71.1524,1
42.3359,-71.151,1
42.3523,-71.0625,17
42.3664,-71.0171,113
42.3628,-71.0511,11
42.3443,-71.0898,2
42.3492,-71.0951,25
42.3351,-71.1022,6
42.3441,-71.0271,4
42.345,-71.0962,124
42.2678,-71.0935,4
42.3519,-71.0768,1
42.3481,-71.04,47
42.3544,-71.0798,1
42.334,-71.1051,64
42.35,-71.0848,3
42.3497,-71.0706,1
42.3671,-71.0206,1
42.3627,-71.0689,8
42.3496,-71.0769,6
42.3497,-71.0758,2
42.3536,-71.0621,6
42.3584,-71.053,4
42.3363,-71.1084,1
42.3415,-71.0883,2
42.2914,-71.0624,1
42.3506,-71.1133,1
42.3654,-71.0215,15
42.3487,-71.0663,4
42.3577,-71.0603,23
42.3522,-71.0489,1
42.3521,-71.0554,21
42.3532,-71.0617,3
42.368,-71.0228,1
42.3498,-71.069,1
42.3511,-71.0555,8
42.3464,-71.0936,4
42.338,-71.1059,3
42.3674,-71.0531,4
42.3521,-71.0552,3
42.3641,-71.0223,1
42.3504,-71.0595,2
42.3471,-71.0975,2
42.3477,-71.0812,4
42.3493,-71.0725,4
42.3585,-71.0629,3
42.3592,-71.0527,2
42.3486,-71.0965,8
42.3458,-71.0821,17
42.3596,-71.0691,6
42.3005,-71.1131,2
42.3468,-71.0744,2
42.3468,-71.0817,1
42.3417,-71.0863,39
42.3467,-71.0799,11
42.3481,-71.073,6
42.3488,-71.0394,5
42.36,-71.0595,1
42.3492,-71.1565,1
42.3441,-71.0323,6
42.3587,-71.0509,1
42.3657,-71.0176,5
42.3355,-71.0433,9
42.3423,-71.088,2
42.3644,-71.062,1
42.3616,-71.0176,3
42.3468,-71.0989,130
42.339,-71.0928,4
42.3639,-71.0634,5
42.3518,-71.0707,37
42.3479,-71.0822,1
42.3479,-71.0368,3
42.3471,-71.097,10
42.3487,-71.0639,66
42.2997,-71.1149,1
42.3571,-71.0591,5
42.3517,-71.0642,2
42.3542,-71.139,1
42.3405,-71.1,1
42.3521,-71.0706,7
42.3548,-71.0511,6
42.3196,-71.0489,11
42.3466,-71.0307,1
42.3479,-71.0788,23
42.3649,-71.0626,59
42.3478,-71.0727,3
42.3643,-71.0613,2
42.3584,-71.0535,3
42.3419,-71.0558,2
42.3485,-71.0777,57
42.352,-71.0811,3
42.3529,-71.0649,2
42.3516,-71.0729,4
42.3647,-71.0607,1
42.3459,-71.0792,2
42.3467,-71.074,1
42.3504,-71.0829,4
42.3652,-71.0609,9
42.3481,-71.0435,1
42.3516,-71.1187,50
42.3514,-71.0702,114
42.3667,-71.0195,1
42.3356,-71.1006,5
42.3518,-71.0751,1
42.344,-71.0961,5
42.3458,-71.0695,2
42.3454,-71.0699,16
42.3522,-71.0809,2
42.3403,-71.0533,2
42.3582,-71.0625,2
42.3621,-71.0709,3
42.3498,-71.0413,7
42.3496,-71.0653,20
42.3457,-71.084,3
42.3506,-71.0618,8
42.3655,-71.0528,1
42.3463,-71.0851,48
42.3596,-71.0508,21
42.344,-71.1021,5
42.346,-71.0805,1
42.3515,-71.1192,1
42.3484,-71.0704,2
42.3558,-71.1317,1
42.3514,-71.0757,13
42.3574,-71.0629,8
42.3452,-71.0863,1
42.3415,-71.0828,9
42.3661,-71.0216,3
42.3538,-71.0606,4
42.3448,-71.0798,1
42.3523,-71.0874,1
42.347,-71.0889,37
42.3414,-71.0908,2
42.3749,-71.0543,2
42.3423,-71.1036,4
42.3584,-71.0551,2
42.3419,-71.0687,2
42.3599,-71.0663,4
42.3532,-71.1321,79
42.3415,-71.0762,15
42.3561,-71.0726,3
42.3496,-71.0811,1
42.3477,-71.0728,2
42.3356,-71.0358,35
42.3522,-71.0698,6
42.3205,-71.0482,22
42.3594,-71.0659,1
42.3438,-71.0976,3
42.3514,-71.0592,4
42.3519,-71.0707,22
42.3553,-71.0517,6
42.3521,-71.0569,3
42.3386,-71.0736,1
42.344,-71.1035,1
42.3508,-71.0598,1
42.3432,-71.0901,22
42.3589,-71.0552,19
42.3505,-71.0824,12
42.3588,-71.0583,21
42.3456,-71.0816,69
42.3402,-71.0788,9
42.3541,-71.0684,2
42.3678,-71.0199,2
42.3501,-71.0692,3
42.3416,-71.0763,2
42.3399,-71.0898,5
42.3471,-71.1013,1
42.3519,-71.0644,2
42.3423,-71.096,1
42.3457,-71.0412,1
42.3449,-71.096,10
42.3578,-71.0546,1
42.3571,-71.0531,6
42.3441,-71.0328,2
42.3517,-71.0645,3
42.3645,-71.051,3
42.3513,-71.0561,316
42.3463,-71.0863,1
42.3484,-71.082,2
42.3441,-71.0283,21
42.3606,-71.0535,92
42.3491,-71.1565,5
42.3624,-71.0686,18
42.3443,-71.1034,1
42.35,-71.0752,3
42.3413,-71.0853,1
42.3496,-71.1643,1
42.3513,-71.1177,4
42.3494,-71.1024,7
42.3629,-71.0686,1
42.3592,-71.051,8
42.3541,-71.0538,3
42.3407,-71.0701,1
42.3503,-71.0418,11
42.351,-71.0589,1
42.3362,-71.099,4
42.355,-71.0568,1
42.3538,-71.1308,1
42.3505,-71.0696,16
42.35,-71.0836,2
42.3606,-71.0669,1
42.3486,-71.0394,13
42.3489,-71.151,7
42.3492,-71.0782,7
42.3607,-71.0706,28
42.3512,-71.0741,4
42.361,-71.0597,1
42.3406,-71.0778,12
42.3536,-71.1391,2
42.3529,-71.0558,6
42.3591,-71.0723,1
42.3638,-71.0197,1
42.3483,-71.064,3
42.3592,-71.0695,1
42.3459,-71.0819,7
42.3655,-71.0213,8
42.3531,-71.0735,1
42.3491,-71.0951,5
42.3604,-71.0685,2
42.3513,-71.0448,2
42.3606,-71.0566,18
42.3515,-71.0812,1
42.3449,-71.0797,1
42.3355,-71.0365,624
42.3507,-71.0611,5
42.3628,-71.0195,29
42.3639,-71.0546,36
42.3497,-71.0749,6
42.3442,-71.0964,1
42.3363,-71.0468,17
42.3521,-71.0586,5
42.3684,-71.0223,2
42.3505,-71.0575,4
42.3474,-71.0975,4
42.3495,-71.1007,10
42.3481,-71.088,29
42.3585,-71.0528,2
42.3501,-71.0839,3
42.3356,-71.0998,1
42.337,-71.149,1
42.2673,-71.094,1
42.3688,-71.0234,1
42.351,-71.0753,2
42.3614,-71.0621,1
42.3658,-71.0692,2
42.3511,-71.1168,19
42.3589,-71.0544,13
42.3484,-71.0806,6
42.3508,-71.0741,7
42.3422,-71.08,2
42.3492,-71.0835,1
42.378,-71.0515,2
42.3499,-71.0954,1
42.3482,-71.0411,1
42.3468,-71.0825,1
42.3627,-71.056,279
42.36,-71.067,1
42.3513,-71.0526,1
42.3542,-71.0768,2
42.3509,-71.0646,13
42.3671,-71.0233,7
42.365,-71.0608,2
42.3476,-71.0402,2
42.3561,-71.0531,9
42.3581,-71.0604,124
42.3588,-71.0566,27
42.354,-71.0526,6
42.3601,-71.0502,2
42.351,-71.0646,47
42.3409,-71.0785,1
42.3603,-71.0708,20
42.3445,-71.1041,1
42.3482,-71.0977,6
42.3489,-71.159,3
42.3415,-71.0919,3
42.3459,-71.0808,11
42.3595,-71.0522,16
42.3664,-71.0526,5
42.3405,-71.0916,1
42.3504,-71.1023,1
42.3503,-71.0694,4
42.357,-71.0573,4
42.2942,-71.062,1
42.3479,-71.0779,4
42.3506,-71.0564,202
42.3405,-71.0413,1
42.3486,-71.0932,1
42.3464,-71.091,1
42.349,-71.0986,6
42.3612,-71.0625,12
42.3594,-71.0514,4
42.3498,-71.05,1
42.335,-71.1025,15
42.3597,-71.0505,9
42.3699,-71.0215,3
42.3508,-71.0864,2
42.3363,-71.0994,1
42.3505,-71.0878,2
42.2931,-71.0622,1
42.3474,-71.1019,1
42.3614,-71.0667,7
42.343,-71.0948,5
42.3423,-71.087,2
42.3647,-71.1204,407
42.3506,-71.0506,1
42.3545,-71.1304,6
42.3587,-71.0562,11
42.3412,-71.0767,15
42.3504,-71.0724,9
42.3431,-71.0948,5
42.3491,-71.1541,15
42.3555,-71.0631,30
42.3367,-71.0474,11
42.3548,-71.0561,1
42.3459,-71.0985,1
42.3585,-71.0563,7
42.364,-71.0226,1
42.3665,-71.0506,1
42.351,-71.0655,72
42.3545,-71.0515,7
42.3512,-71.0441,28
42.3521,-71.0585,8
42.3555,-71.0729,5
42.3538,-71.0581,1
42.3582,-71.0589,1
42.3588,-71.0544,10
42.3464,-71.082,1
42.3491,-71.0397,10
42.3497,-71.1047,3
42.3545,-71.0685,6
42.3581,-71.0628,4
42.3609,-71.0713,1
42.3473,-71.0802,12
42.3507,-71.1293,1
42.3441,-71.0319,20
42.3652,-71.0206,1
42.3459,-71.0953,1
42.3645,-71.1205,4
42.3518,-71.0748,3
42.3481,-71.0823,5
42.3438,-71.0776,3
42.3549,-71.0517,6
42.3472,-71.0437,7
42.3432,-71.0993,2
42.3517,-71.0456,2
42.3357,-71.1504,1
42.3388,-71.1066,1
42.3416,-71.0758,4
42.3629,-71.0563,92
42.3605,-71.0533,60
42.3545,-71.1326,1
42.358,-71.0512,9
42.3471,-71.0973,5
42.3467,-71.082,3
42.3682,-71.0568,3
42.355,-71.0724,3
42.3498,-71.0637,3
42.3501,-71.07,14
42.3537,-71.0635,2
42.3188,-71.0436,1
42.3543,-71.1359,2
42.3516,-71.0782,9
42.3534,-71.0608,7
42.3499,-71.0725,9
42.3486,-71.075,1
42.3543,-71.0771,5
42.3474,-71.0915,4
42.3691,-71.0251,1
42.3356,-71.036,45
42.3495,-71.0717,3
42.3502,-71.0714,2
42.3452,-71.0768,1
42.3575,-71.05,6
42.3572,-71.0596,1
42.3632,-71.0551,127
42.3467,-71.0893,8
42.3292,-71.0572,6
42.3414,-71.0543,1
42.3616,-71.0524,6
42.3582,-71.0541,5
42.3636,-71.0592,3
42.3515,-71.0526,1
42.3449,-71.101,13
42.3307,-71.0547,2
42.3527,-71.0524,3
42.3432,-71.0729,5
42.337,-71.1033,2
42.3687,-71.0193,1
42.3509,-71.0403,1
42.3539,-71.075,2
42.3559,-71.0517,12
42.3528,-71.1357,1
42.349,-71.0773,22
42.3578,-71.0704,36
42.3511,-71.0618,1
42.3614,-71.0202,1
42.3441,-71.0831,3
42.3413,-71.086,2
42.3286,-71.063,2
42.3647,-71.0632,4
42.3661,-71.0171,436
42.3582,-71.0706,23
42.351,-71.0897,18
42.3557,-71.072,7
42.3494,-71.0468,1
42.3508,-71.1311,13
42.3358,-71.1079,4
42.3649,-71.0532,11
42.345,-71.0765,2
42.2971,-71.0612,1
42.3498,-71.0762,8
42.3508,-71.0757,2
42.3501,-71.0749,7
42.3479,-71.0379,4
42.3495,-71.1533,4
42.3588,-71.06,2
42.3683,-71.0568,2
42.3694,-71.0261,1
42.3487,-71.0405,5
42.3594,-71.0699,1
42.3458,-71.0872,2
42.3408,-71.0882,4
42.3589,-71.0507,10
42.3522,-71.071,1
42.3576,-71.0585,6
42.3544,-71.0627,1
42.3364,-71.1489,3
42.3557,-71.0572,2
42.3607,-71.057,19
42.3562,-71.0507,99
42.3591,-71.0521,4
42.3463,-71.0953,3
42.3655,-71.0616,71
42.3545,-71.0521,12
42.3443,-71.0312,1
42.349,-71.0781,10
42.3639,-71.0171,1
42.3501,-71.0797,4
42.3417,-71.0768,1
42.3486,-71.0855,4
42.3519,-71.0829,1
42.3454,-71.0324,5
42.2886,-71.0635,1
42.3641,-71.0539,1
42.3529,-71.0557,5
42.3532,-71.1209,7
42.3531,-71.1325,77
42.3596,-71.0675,5
42.3006,-71.06,1
42.3569,-71.0507,37
42.3667,-71.0231,2
42.3548,-71.057,1
42.3406,-71.0783,2
42.3443,-71.032,2
42.3492,-71.1522,1
42.358,-71.055,1
42.3597,-71.0709,2
42.3479,-71.0452,1
42.3648,-71.0612,12
42.3563,-71.0624,21
42.3639,-71.0607,3
42.3486,-71.0688,3
42.3447,-71.0331,1
42.3411,-71.1051,2
42.3601,-71.0636,1
42.3367,-71.1504,1
42.3517,-71.0798,2
42.3426,-71.0983,3
42.3488,-71.0397,2
42.3579,-71.0503,2
42.3482,-71.072,2
42.3609,-71.063,5
42.362,-71.0178,8
42.3499,-71.1059,3
42.3618,-71.0688,15
42.3506,-71.043,510
42.3501,-71.0654,25
42.3659,-71.0528,19
42.3539,-71.0618,2
42.3381,-71.1081,2
42.3493,-71.0832,4
42.3503,-71.0828,1
42.3526,-71.0434,1
42.3601,-71.0567,11
42.3436,-71.0861,4
42.3441,-71.1014,9
42.3534,-71.0788,1
42.3428,-71.0993,10
42.3685,-71.0189,1
42.3528,-71.0817,2
42.3513,-71.1168,3
42.3479,-71.1002,1
42.353,-71.0594,1
42.3493,-71.0734,3
42.3506,-71.0821,4
42.3362,-71.1508,5
42.3515,-71.1195,3
42.3528,-71.0562,4
42.3519,-71.0719,3
42.3521,-71.0697,9
42.3511,-71.0688,2
42.3387,-71.0731,1
42.3511,-71.0671,34
42.3486,-71.0752,4
42.3479,-71.0807,8
42.3667,-71.0515,4
42.3383,-71.0928,3
42.3442,-71.0333,2
42.364,-71.1194,1
42.3487,-71.0822,30
42.3543,-71.0545,1
42.3536,-71.0583,1
42.3499,-71.1062,6
42.3574,-71.0606,9
42.3612,-71.0528,11
42.3657,-71.0671,2
42.3475,-71.0926,1
42.3664,-71.0173,62
42.3676,-71.1243,2
42.3657,-71.0169,3
42.3614,-71.0576,21
42.352,-71.1246,2
42.3494,-71.073,1
42.3487,-71.0775,229
42.3382,-71.1055,3
42.3635,-71.0645,20
42.3627,-71.0177,23
42.3666,-71.0514,23
42.3401,-71.0526,2
42.3463,-71.1056,2
42.3582,-71.0611,7
42.3513,-71.061,1
42.3612,-71.0651,27
42.3623,-71.0645,1
42.3516,-71.0755,12
42.3466,-71.0805,1
42.3568,-71.0581,2
42.3461,-71.0755,31
42.349,-71.1605,1
42.3627,-71.0202,3
42.3544,-71.0536,3
42.3579,-71.0698,5
42.3448,-71.1037,1
42.3508,-71.0688,3
42.3585,-71.0523,12
42.3489,-71.0655,3
42.3628,-71.0214,1
42.3603,-71.0678,5
42.3397,-71.0901,5
42.3443,-71.0831,1
42.3556,-71.051,8
42.3345,-71.1039,5
42.3457,-71.0513,2
42.3516,-71.1185,13
42.3478,-71.0849,1
42.3497,-71.0707,2
42.3519,-71.0906,1
42.3348,-71.106,1
42.3616,-71.0703,46
42.3559,-71.0597,4
42.3525,-71.0668,32
42.3484,-71.0394,7
42.3477,-71.038,2
42.35,-71.0559,1
42.3634,-71.0603,1
42.3596,-71.0707,25
42.3361,-71.0775,1
42.3486,-71.0643,2
42.3576,-71.0692,2
42.3561,-71.0539,3
42.3465,-71.0348,2
42.35,-71.1066,2
42.3606,-71.0688,1
42.3667,-71.0518,4
42.3552,-71.0636,4
42.3444,-71.0805,1
42.3553,-71.0551,1
42.3537,-71.0575,1
42.3519,-71.0568,1
42.3588,-71.0541,3
42.3482,-71.0798,4
42.3488,-71.0794,1
42.3477,-71.0924,2
42.3502,-71.0851,2
42.345,-71.0965,84
42.3659,-71.0529,24
42.3469,-71.0805,31
42.3494,-71.0795,69
42.3566,-71.0573,3
42.3621,-71.0679,1
42.3479,-71.0443,3
42.3454,-71.1008,1
42.3647,-71.0683,4
42.3377,-71.0494,2
42.3641,-71.0687,2
42.3482,-71.0993,3
42.3489,-71.0741,8
42.3502,-71.092,1
42.3583,-71.0595,3
42.3538,-71.0623,6
42.3481,-71.0916,1
42.3492,-71.0887,17
42.3469,-71.0911,2
42.3374,-71.0485,10
42.3515,-71.0875,3
42.3496,-71.042,2
42.35,-71.0775,149
42.3499,-71.0749,8
42.3536,-71.0619,4
42.3576,-71.0709,1
42.3531,-71.1347,1
42.3533,-71.0772,4
42.3536,-71.1308,1
42.3499,-71.0793,5
42.3609,-71.0692,1
42.3505,-71.1094,6
42.3496,-71.1026,1
42.3531,-71.1328,67
42.3637,-71.1226,1
42.3574,-71.0585,20
42.353,-71.0742,1
42.2833,-71.065,1
42.3693,-71.0236,2
42.3494,-71.0394,1
42.2989,-71.0605,11
42.3474,-71.0806,16
42.3362,-71.1497,2
42.3437,-71.0872,4
42.3449,-71.0763,5
42.3607,-71.0607,3
42.35,-71.0965,5
42.3486,-71.0805,7
42.3551,-71.0529,3
42.3523,-71.0575,6
42.3195,-71.0466,1
42.3486,-71.0419,1
42.3656,-71.022,140
42.3445,-71.0803,2
42.3584,-71.0579,2
42.3503,-71.1105,1
42.3498,-71.1057,7
42.3534,-71.062,1
42.2875,-71.0639,1
42.3506,-71.1665,1
42.3569,-71.051,8
42.3667,-71.0245,1
42.3466,-71.0349,6
42.3522,-71.1158,1
42.3478,-71.0764,97
42.3646,-71.0227,1
42.3426,-71.0979,6
42.3554,-71.0511,6
42.3472,-71.0432,2
42.3528,-71.0821,4
42.3663,-71.0223,3
42.3656,-71.0222,223
42.3356,-71.1072,21
42.3521,-71.1332,1
42.3593,-71.0673,2
42.3542,-71.0743,1
42.3491,-71.0848,2
42.3471,-71.099,2
42.3634,-71.0549,152
42.3584,-71.0718,2
42.3552,-71.0519,7
42.3577,-71.0701,5
42.3506,-71.0891,1
42.3466,-71.0809,6
42.3598,-71.0513,7
42.3505,-71.0796,8
42.3571,-71.0594,1
42.3612,-71.0702,30
42.3489,-71.0882,5
42.3459,-71.0809,23
42.3417,-71.0769,3
42.3657,-71.0214,6
42.3562,-71.0595,19
42.3643,-71.018,1
42.3498,-71.1306,3
42.3594,-71.0709,7
42.3518,-71.0745,2
42.348,-71.0967,1
42.3448,-71.0704,20
42.3481,-71.0996,3
42.3735,-71.0513,3
42.3389,-71.0936,20
42.3502,-71.0772,171
42.351,-71.0706,4
42.3378,-71.049,3
42.3576,-71.0588,7
42.3764,-71.0535,1
42.3389,-71.0921,18
42.3506,-71.0698,5
42.2898,-71.063,1
42.356,-71.0531,3
42.3644,-71.0208,1
42.3547,-71.0686,1
42.3505,-71.0572,4
42.3485,-71.076,3
42.3517,-71.0741,1
42.351,-71.0608,2
42.3518,-71.0719,10
42.2888,-71.0635,1
42.3407,-71.0884,2
42.3565,-71.0541,27
42.3531,-71.0623,2
42.3611,-71.065,54
42.358,-71.0725,2
42.3484,-71.0842,65
42.3471,-71.0793,232
42.3466,-71.0837,3
42.3597,-71.0535,7
42.3518,-71.0679,11
42.3516,-71.1193,3
42.3586,-71.052,4
42.3428,-71.0975,4
42.3629,-71.0176,4
42.3573,-71.0526,8
42.3489,-71.0964,9
42.3507,-71.0832,1
42.3576,-71.0605,9
42.3632,-71.0189,5
42.3477,-71.0821,1
42.3603,-71.0569,40
42.3483,-71.0802,17
42.353,-71.0649,4
42.3364,-71.1498,1
42.3438,-71.0876,3
42.3607,-71.0704,4
42.3599,-71.0629,2
42.3522,-71.1231,10
42.3534,-71.1374,3
42.3398,-71.0905,26
42.3536,-71.076,3
42.342,-71.0838,5
42.3126,-71.0367,2
42.3479,-71.0381,4
42.34,-71.0905,3
