latitude,longitude,count
42.3521,-71.0552,4
42.3478,-71.1057,1
42.36,-71.0601,7
42.3486,-71.068,2
42.3462,-71.0795,2
42.3493,-71.0725,10
42.3585,-71.0629,4
42.3592,-71.0527,9
42.3486,-71.0965,9
42.3458,-71.0821,26
42.3596,-71.0691,5
42.3669,-71.0224,1
42.3468,-71.0817,6
42.3417,-71.0863,70
42.338,-71.0947,1
42.3467,-71.0799,13
42.3481,-71.073,2
42.3488,-71.0394,5
42.3483,-71.1062,1
42.36,-71.0595,3
42.3657,-71.0176,4
42.3377,-71.1067,1
42.3355,-71.0433,2
42.3423,-71.088,4
42.3644,-71.062,2
42.3639,-71.0671,1
42.3616,-71.0176,2
42.3468,-71.0989,156
42.339,-71.0928,2
42.351,-71.17,2
42.3422,-71.1027,1
42.3639,-71.0634,7
42.3518,-71.0707,40
42.3479,-71.0822,2
42.3471,-71.097,8
42.3487,-71.0639,67
42.3571,-71.0591,2
42.3517,-71.0642,3
42.347,-71.1061,1
42.3542,-71.139,3
42.3521,-71.0706,10
42.3548,-71.0511,5
42.3196,-71.0489,118
42.3586,-71.0698,1
42.3501,-71.1649,2
42.3479,-71.0788,18
42.3649,-71.0626,30
42.3297,-71.0581,2
42.3643,-71.0613,1
42.3584,-71.0535,5
42.3419,-71.0558,5
42.3485,-71.0777,61
42.3529,-71.0649,1
42.3516,-71.0729,14
42.3647,-71.0607,1
42.3551,-71.0556,3
42.3504,-71.0829,10
42.3652,-71.0609,12
42.3656,-71.0232,3
42.3516,-71.0562,161
42.3514,-71.0702,161
42.35,-71.0817,3
42.3356,-71.1006,8
42.3518,-71.0751,1
42.3534,-71.0594,4
42.3458,-71.0695,1
42.3454,-71.0699,34
42.3505,-71.0497,1
42.3522,-71.0809,1
42.3403,-71.0533,1
42.3582,-71.0625,7
42.3494,-71.0988,1
42.3621,-71.0709,1
42.3498,-71.0413,12
42.3427,-71.0841,2
42.3457,-71.084,8
42.3493,-71.075,11
42.3655,-71.0528,3
42.3463,-71.0851,53
42.3596,-71.0508,20
42.344,-71.1021,14
42.346,-71.0805,4
42.3529,-71.0742,1
42.3515,-71.0567,5
42.36,-71.0497,1
42.3623,-71.0636,1
42.3648,-71.0618,1
42.3514,-71.0757,18
42.3574,-71.0629,15
42.3495,-71.0812,4
42.3452,-71.0863,1
42.3415,-71.0828,9
42.3661,-71.0216,5
42.3538,-71.0606,2
42.3548,-71.1338,1
42.347,-71.0889,30
42.358,-71.0706,5
42.3423,-71.1036,7
42.3584,-71.0551,4
42.3419,-71.1013,2
42.3419,-71.0687,2
42.3599,-71.0663,1
42.3532,-71.1321,56
42.3496,-71.0413,11
42.3415,-71.0762,15
42.3694,-71.0181,11
42.3477,-71.0728,1
42.3356,-71.0358,35
42.3522,-71.0698,5
42.3205,-71.0482,21
42.3594,-71.0659,1
42.3424,-71.0852,5
42.3503,-71.0713,1
42.3516,-71.0892,1
42.3527,-71.0568,6
42.3491,-71.0846,6
42.3519,-71.0707,30
42.3505,-71.0792,9
42.3662,-71.0223,3
42.3459,-71.0984,1
42.3465,-71.095,1
42.3491,-71.04,1
42.3432,-71.0901,21
42.3589,-71.0552,19
42.3505,-71.0824,14
42.3588,-71.0583,26
42.3512,-71.1048,1
42.3456,-71.0816,100
42.3402,-71.0788,4
42.35,-71.0796,3
42.3439,-71.0887,1
42.3535,-71.1362,1
42.3501,-71.0692,2
42.3416,-71.0763,5
42.3399,-71.0898,9
42.3377,-71.1071,1
42.3457,-71.0412,2
42.3449,-71.096,3
42.3578,-71.0546,4
42.3571,-71.0531,8
42.3441,-71.0328,4
42.3517,-71.0645,6
42.3645,-71.051,5
42.3513,-71.0561,439
42.3484,-71.082,4
42.3606,-71.0535,45
42.3538,-71.0638,1
42.3624,-71.0686,38
42.35,-71.0752,3
42.3616,-71.057,1
42.3496,-71.0393,1
42.3513,-71.1177,5
42.3629,-71.0686,2
42.3592,-71.051,3
42.3488,-71.0411,26
42.357,-71.0539,7
42.3503,-71.0418,12
42.3156,-71.0338,3
42.3502,-71.067,1
42.339,-71.1056,2
42.3611,-71.0642,12
42.355,-71.0568,1
42.3505,-71.0696,24
42.3364,-71.1486,3
42.3606,-71.0669,1
42.3486,-71.0394,8
42.3489,-71.151,9
42.3492,-71.0782,4
42.3607,-71.0706,33
42.3512,-71.0741,10
42.3541,-71.1326,1
42.3406,-71.0778,17
42.3603,-71.0716,1
42.3536,-71.0766,3
42.3529,-71.1183,5
42.3541,-71.1357,1
42.343,-71.0873,1
42.2988,-71.0604,1
42.3422,-71.0998,1
42.2858,-71.064,1
42.3492,-71.0448,1
42.3607,-71.0637,1
42.3459,-71.0819,8
42.3655,-71.0213,8
42.3506,-71.1655,1
42.3454,-71.0408,1
42.3491,-71.0951,9
42.3604,-71.0685,2
42.3657,-71.0209,1
42.363,-71.067,4
42.3606,-71.0566,10
42.3512,-71.0681,1
42.348,-71.0815,2
42.3535,-71.0481,2
42.3675,-71.0175,1
42.3355,-71.0365,1074
42.3577,-71.0556,1
42.3507,-71.0611,3
42.3597,-71.0642,1
42.3424,-71.0817,1
42.3639,-71.0546,23
42.3497,-71.0749,26
42.3442,-71.0339,11
42.3363,-71.0468,34
42.3517,-71.0504,3
42.3521,-71.1211,2
42.3538,-71.0475,2
42.3505,-71.0575,2
42.3597,-71.0634,2
42.3377,-71.0997,1
42.3585,-71.0528,2
42.3501,-71.0839,1
42.3555,-71.0748,1
42.3571,-71.0579,1
42.337,-71.149,1
42.3681,-71.0192,1
42.3648,-71.0532,2
42.351,-71.0753,7
42.3589,-71.0583,25
42.3661,-71.0189,3
42.356,-71.0529,93
42.3589,-71.0544,20
42.3642,-71.1182,1
42.3581,-71.0568,9
42.3508,-71.0741,7
42.3422,-71.08,4
42.3539,-71.1333,2
42.3389,-71.0988,2
42.3491,-71.1634,1
42.3627,-71.056,237
42.3696,-71.0193,7
42.3366,-71.0976,2
42.35,-71.0649,7
42.3526,-71.1183,2
42.3408,-71.0863,1
42.3459,-71.1057,1
42.3671,-71.0233,6
42.3458,-71.0799,3
42.3428,-71.0462,1
42.365,-71.0608,4
42.3476,-71.0402,1
42.358,-71.0553,5
42.3581,-71.0604,188
42.3588,-71.0566,90
42.354,-71.0526,8
42.3401,-71.0902,7
42.351,-71.0646,52
42.3578,-71.0577,3
42.3603,-71.0708,40
42.3445,-71.1041,1
42.3529,-71.0534,2
42.3482,-71.0977,3
42.3492,-71.1592,2
42.3459,-71.0808,15
42.3595,-71.0522,15
42.3664,-71.0526,3
42.2682,-71.0936,1
42.3653,-71.0222,179
42.3548,-71.0552,1
42.3503,-71.0694,9
42.3636,-71.0619,1
42.3479,-71.0779,2
42.3506,-71.0564,120
42.3486,-71.0932,1
42.3477,-71.0405,3
42.3669,-71.0499,1
42.349,-71.0986,7
42.3612,-71.0625,23
42.3594,-71.0514,2
42.3639,-71.0646,1
42.338,-71.0752,4
42.3365,-71.1079,1
42.3519,-71.0645,6
42.3361,-71.1058,1
42.3507,-71.0635,6
42.3699,-71.0215,3
42.3508,-71.0864,3
42.3363,-71.0994,1
42.3505,-71.0878,7
42.3577,-71.0552,2
42.3474,-71.0394,3
42.3666,-71.0186,2
42.3614,-71.0667,15
42.343,-71.0948,3
42.3423,-71.087,3
42.3647,-71.1204,826
42.3506,-71.0506,1
42.358,-71.0508,1
42.3508,-71.0746,55
42.3587,-71.0562,46
42.3412,-71.0767,29
42.3509,-71.0862,6
42.3431,-71.0948,3
42.3355,-71.0411,8
42.3555,-71.0631,49
42.3367,-71.0474,8
42.3548,-71.0561,6
42.3459,-71.0985,3
42.3585,-71.0563,27
42.3365,-71.1082,1
42.3665,-71.0506,1
42.351,-71.0655,105
42.3545,-71.0515,4
42.3512,-71.0441,32
42.3372,-71.1059,1
42.3516,-71.0452,4
42.339,-71.0732,1
42.3462,-71.1037,3
42.3521,-71.0585,3
42.3547,-71.0576,1
42.351,-71.113,2
42.3555,-71.0729,4
42.3562,-71.0628,2
42.3582,-71.0589,3
42.3588,-71.0544,15
42.3605,-71.0575,5
42.3394,-71.0517,21
42.3491,-71.0397,10
42.3497,-71.1047,13
42.3515,-71.0761,1
42.3545,-71.0685,6
42.3473,-71.0802,19
42.3486,-71.0634,2
42.3491,-71.1509,1
42.3441,-71.0319,26
42.3508,-71.055,1
42.3459,-71.0953,3
42.3645,-71.1205,15
42.3518,-71.0748,2
42.3481,-71.0823,5
42.3438,-71.0776,3
42.3547,-71.0753,6
42.3518,-71.0758,2
42.3472,-71.0437,13
42.3432,-71.0993,6
42.3388,-71.1066,2
42.3416,-71.0758,5
42.3629,-71.0563,121
42.3608,-71.0531,3
42.3605,-71.0533,24
42.358,-71.0512,3
42.3206,-71.0483,3
42.3471,-71.0973,2
42.3467,-71.082,1
42.3682,-71.0568,6
42.3452,-71.0811,3
42.3492,-71.0616,1
42.3519,-71.0679,5
42.3501,-71.07,11
42.3537,-71.0635,3
42.3396,-71.0996,2
42.3543,-71.0734,1
42.3367,-71.0976,3
42.3516,-71.0782,12
42.3534,-71.0608,11
42.3499,-71.0725,16
42.3655,-71.0512,6
42.3451,-71.0764,1
42.3543,-71.0771,5
42.3407,-71.0902,1
42.3474,-71.0915,4
42.3691,-71.0251,2
42.337,-71.1023,4
42.3356,-71.036,36
42.3658,-71.0196,1
42.3495,-71.0717,7
42.3559,-71.0691,15
42.3451,-71.095,1
42.3573,-71.0568,1
42.3511,-71.1692,1
42.3575,-71.05,6
42.3485,-71.084,10
42.3632,-71.0551,125
42.3467,-71.0893,10
42.3292,-71.0572,8
42.3616,-71.0524,4
42.3582,-71.0541,13
42.3636,-71.0592,1
42.3536,-71.1384,3
42.3517,-71.0702,70
42.354,-71.1334,1
42.3307,-71.0547,3
42.3638,-71.0169,1
42.3527,-71.0524,6
42.3432,-71.0729,9
42.337,-71.1033,4
42.3432,-71.0666,5
42.3539,-71.075,1
42.3559,-71.0517,25
42.3528,-71.1357,2
42.349,-71.0773,21
42.3286,-71.0618,1
42.3497,-71.1046,2
42.3353,-71.1043,1
42.3578,-71.0704,58
42.3441,-71.0831,4
42.3476,-71.088,23
42.3286,-71.063,1
42.3647,-71.0632,2
42.3661,-71.0171,292
42.3582,-71.0706,22
42.3504,-71.0605,5
42.3592,-71.0706,1
42.3124,-71.0365,1
42.3508,-71.0686,1
42.3444,-71.0772,2
42.3358,-71.1079,10
42.3421,-71.0765,2
42.3649,-71.0532,18
42.3491,-71.162,1
42.345,-71.0765,2
42.3498,-71.0762,19
42.3508,-71.0757,13
42.3501,-71.0749,15
42.3547,-71.052,7
42.3498,-71.0624,1
42.3427,-71.0998,1
42.3374,-71.1045,2
42.3588,-71.06,12
42.3683,-71.0568,1
42.3451,-71.0827,6
42.3532,-71.0616,3
42.353,-71.0785,1
42.3522,-71.071,7
42.3576,-71.0585,11
42.3476,-71.094,1
42.3364,-71.1489,2
42.3557,-71.0572,2
42.3578,-71.0624,2
42.3607,-71.057,14
42.3562,-71.0507,115
42.3581,-71.0508,1
42.3433,-71.0896,1
42.3463,-71.106,1
42.3537,-71.0577,14
42.3454,-71.0876,1
42.3655,-71.0616,148
42.3545,-71.0521,13
42.3554,-71.0597,1
42.347,-71.0863,1
42.3443,-71.0312,21
42.349,-71.0781,9
42.3501,-71.1069,2
42.3639,-71.0171,1
42.3501,-71.0797,8
42.3475,-71.0406,2
42.3486,-71.0855,1
42.3519,-71.0829,1
42.3537,-71.1389,1
42.3511,-71.0635,17
42.3497,-71.0702,1
42.3641,-71.0539,9
42.3488,-71.0623,1
42.3529,-71.1182,4
42.3532,-71.1209,6
42.3494,-71.0827,2
42.3531,-71.1325,45
42.3596,-71.0675,2
42.3498,-71.0944,1
42.3569,-71.0507,33
42.351,-71.0711,3
42.3406,-71.0783,2
42.2843,-71.0648,2
42.3492,-71.1522,1
42.358,-71.055,2
42.3485,-71.0628,1
42.3372,-71.0765,1
42.3597,-71.0709,2
42.3457,-71.0908,1
42.3385,-71.0733,1
42.3457,-71.0882,1
42.3623,-71.0207,1
42.3648,-71.0612,9
42.3563,-71.0624,57
42.354,-71.0535,4
42.3639,-71.0607,1
42.3368,-71.1005,1
42.337,-71.1068,1
42.349,-71.075,5
42.3411,-71.1051,1
42.3522,-71.1317,1
42.3554,-71.0587,1
42.3378,-71.1059,9
42.3373,-71.1039,9
42.3517,-71.0798,4
42.3488,-71.0397,6
42.3495,-71.0951,2
42.3482,-71.072,1
42.3609,-71.063,6
42.3577,-71.0551,2
42.3618,-71.0688,71
42.3518,-71.0492,1
42.3506,-71.043,436
42.3436,-71.0777,3
42.3638,-71.0183,3
42.3659,-71.0528,21
42.3539,-71.0618,5
42.3381,-71.1081,16
42.3493,-71.0832,9
42.3503,-71.0828,1
42.3512,-71.0777,4
42.3526,-71.0434,2
42.3601,-71.0567,13
42.3492,-71.0986,10
42.3441,-71.0389,3
42.3428,-71.0993,10
42.3685,-71.0189,3
42.3427,-71.1033,4
42.3321,-71.0561,1
42.3564,-71.0694,10
42.3479,-71.0377,2
42.3493,-71.0734,3
42.3506,-71.0821,1
42.3362,-71.1508,8
42.3515,-71.1195,4
42.3446,-71.0318,3
42.3519,-71.0719,4
42.3521,-71.0697,6
42.347,-71.0948,1
42.3451,-71.1004,2
42.3511,-71.0671,23
42.3446,-71.0766,3
42.3486,-71.0752,2
42.3479,-71.0807,8
42.3605,-71.0664,2
42.3667,-71.0515,5
42.3411,-71.0872,7
42.3442,-71.0333,3
42.3504,-71.0838,1
42.364,-71.1194,3
42.35,-71.0924,1
42.3567,-71.0544,54
42.3543,-71.0545,8
42.3536,-71.0583,3
42.3499,-71.1062,12
42.3574,-71.0606,6
42.3612,-71.0528,4
42.3657,-71.0671,8
42.3475,-71.0926,4
42.3664,-71.0173,75
42.3435,-71.0953,1
42.3657,-71.0169,13
42.3358,-71.0779,2
42.3614,-71.0576,15
42.3662,-71.0687,1
42.3487,-71.0775,284
42.3382,-71.1055,6
42.3452,-71.0984,1
42.3635,-71.0645,29
42.3627,-71.0177,22
42.3666,-71.0514,30
42.3401,-71.0526,1
42.3509,-71.0592,1
42.3463,-71.1056,3
42.3582,-71.0611,7
42.3513,-71.061,2
42.3612,-71.0651,53
42.3491,-71.0603,1
42.35,-71.067,1
42.3646,-71.1182,3
42.3623,-71.0645,3
42.3516,-71.0755,8
42.3466,-71.0805,17
42.3568,-71.0581,1
42.3461,-71.0755,26
42.3599,-71.0517,2
42.3627,-71.0202,3
42.3626,-71.0623,1
42.3544,-71.0536,4
42.362,-71.0185,3
42.3503,-71.107,1
42.3511,-71.1173,2
42.3195,-71.0486,1
42.3508,-71.0688,3
42.3585,-71.0523,12
42.3489,-71.0655,11
42.3516,-71.0643,5
42.3448,-71.1036,1
42.3603,-71.0678,16
42.3397,-71.0901,10
42.3443,-71.0831,1
42.3556,-71.051,21
42.3345,-71.1039,4
42.3445,-71.0713,1
42.3539,-71.0583,3
42.3478,-71.0849,3
42.3497,-71.0707,1
42.3616,-71.0703,74
42.3552,-71.056,14
42.3559,-71.0597,13
42.3423,-71.0802,1
42.3525,-71.0668,16
42.3484,-71.0394,12
42.3634,-71.0603,1
42.3596,-71.0707,82
42.3361,-71.0775,1
42.3486,-71.0643,3
42.35,-71.0971,2
42.3561,-71.0539,11
42.3465,-71.0348,4
42.3559,-71.0522,9
42.3606,-71.0688,1
42.3667,-71.0518,7
42.3552,-71.0636,6
42.3444,-71.0805,1
42.3553,-71.0551,1
42.3502,-71.0668,4
42.3537,-71.0575,17
42.3519,-71.0568,3
42.3676,-71.0543,1
42.3588,-71.0541,5
42.3482,-71.0798,7
42.3488,-71.0794,3
42.3477,-71.0924,1
42.3537,-71.078,1
42.3502,-71.0851,1
42.345,-71.0965,58
42.3659,-71.0529,31
42.3469,-71.0805,33
42.365,-71.1207,1
42.3608,-71.0619,2
42.3504,-71.0404,1
42.3494,-71.0795,86
42.3566,-71.0573,9
42.3621,-71.0679,5
42.3536,-71.0618,12
42.3454,-71.1008,3
42.3647,-71.0683,9
42.3377,-71.0494,5
42.3641,-71.0687,6
42.3482,-71.0993,4
42.3489,-71.0741,20
42.3384,-71.1068,2
42.3652,-71.017,1
42.3502,-71.092,1
42.3583,-71.0595,4
42.3538,-71.0623,5
42.3525,-71.135,5
42.3374,-71.0485,9
42.3196,-71.0491,1
42.3515,-71.0875,3
42.35,-71.0775,165
42.3342,-71.1042,5
42.3536,-71.0619,4
42.3602,-71.0613,1
42.3533,-71.0772,4
42.3431,-71.0884,5
42.3499,-71.0793,5
42.3505,-71.1094,3
42.3496,-71.1026,1
42.3531,-71.1328,51
42.3483,-71.0923,1
42.3466,-71.0487,1
42.3574,-71.0585,19
42.3301,-71.0566,1
42.2833,-71.065,1
42.3494,-71.0394,2
42.2989,-71.0605,13
42.3537,-71.137,3
42.356,-71.0734,1
